Fargo,North Dakota,46.8771863,-96.7898034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,3,2,8,10,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Fayetteville,Arkansas,36.0625795,-94.1574263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,5,0,0,3,0,4,10,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,46
Fayetteville,North Carolina,35.0526641,-78.8783585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,23
Ferndale,Michigan,42.4605917,-83.1346478,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,10,1,1,3,2,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,45
Fontana,California,34.0922335,-117.435048,3,0,0,3,0,0,3,0,0,12,0,12,0,0,0,5,4,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,5,0,3,0,3,48,0,62
Fort Lauderdale,Florida,26.1223084,-80.1433786,0,3,0,0,3,0,0,3,0,0,0,0,12,0,0,5,4,0,0,0,4,0,0,0,0,0,0,3,0,2,8,10,3,0,3,2,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,36,77
Fort Smith,Arkansas,35.3859242,-94.3985475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Fort Wayne,Indiana,41.079273,-85.1393513,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Fort Worth,Texas,32.725409,-97.3208496,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,5,4,2,2,2,0,0,0,2,7,5,0,0,3,0,8,10,3,3,3,2,2,0,0,3,0,0,3,0,0,3,5,2,0,0,3,0,0,91
Frankfort,Kentucky,38.2009055,-84.8732835,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,31
Frederick,Maryland,39.4142688,-77.4105409,3,0,0,3,0,3,3,0,3,12,0,0,0,0,0,5,4,2,2,0,0,0,0,0,0,0,3,0,3,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,0,52
Fremont,California,37.5482697,-121.9885719,3,0,0,3,0,0,3,0,0,12,0,12,0,0,0,5,4,2,2,2,0,0,0,2,7,0,3,0,3,2,4,10,0,0,3,2,0,3,0,0,3,0,0,3,0,0,5,0,3,0,3,48,0,86
Fresno,California,36.7468422,-119.7725868,3,0,0,3,0,0,3,0,0,12,0,12,0,0,0,5,4,2,2,0,0,0,0,0,7,0,3,0,3,2,0,10,2,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,48,0,70
Garden Grove,California,33.7739053,-117.9414477,3,0,0,3,0,0,3,0,0,12,0,12,0,0,0,5,4,2,2,0,0,0,4,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,48,0,63
Garland,Texas,32.912624,-96.6388833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Gilbert,Arizona,33.3528264,-111.789027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,8,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Glendale,Arizona,33.5386523,-112.1859866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
